address,coordinates
"1316 Oakmont View Rd, High Point, NC 27260","{'latitude': 35.915157, 'longitude': -80.036835}"
"3773 Streamside Dr HOMESITE 197, Thomasville, NC 27360","{'latitude': 35.938103, 'longitude': -80.06682}"
"3553 Burton Rd, Thomasville, NC 27360","{'latitude': 35.937946, 'longitude': -80.08083}"
"3774 Streamside Dr, Thomasville, NC 27360","{'latitude': 35.938168, 'longitude': -80.06615}"
"3774 Streamside Dr HOMESITE 137, Thomasville, NC 27360","{'latitude': 35.93811, 'longitude': -80.06624}"
"1969 Branch Crossing Dr, Thomasville, NC 27360","{'latitude': 35.935394, 'longitude': -80.07006}"
"1969 Branch Crossing Dr HOMESITE 199, Thomasville, NC 27360","{'latitude': 35.935497, 'longitude': -80.070015}"
"408 Ridgecrest Dr, High Point, NC 27262","{'latitude': 35.943542, 'longitude': -80.02824}"
"805 Kingston Dr, High Point, NC 27262","{'latitude': 35.94678, 'longitude': -80.03599}"
"1407 Burton Rd, Thomasville, NC 27360","{'latitude': 35.93948, 'longitude': -80.046425}"
"1252 Burton Ave, High Point, NC 27262","{'latitude': 35.93992, 'longitude': -80.04199}"
"304 Redbud Ln, Thomasville, NC 27360","{'latitude': 35.916103, 'longitude': -80.0759}"
"304 Red Bud Ln, Thomasville, NC 27360","{'latitude': 35.91607, 'longitude': -80.075966}"
"102 Midway Ln, Thomasville, NC 27360","{'latitude': 35.916885, 'longitude': -80.06482}"
"218 Camden Woods Dr, Thomasville, NC 27360","{'latitude': 35.925552, 'longitude': -80.0735}"
"1716 Chestnut Glen Way, High Point, NC 27262","{'latitude': 35.951324, 'longitude': -80.03944}"
"14 Big Buck Ct, Thomasville, NC 27360","{'latitude': 35.91919, 'longitude': -80.0757}"
"2212 Van Buren St, High Point, NC 27260","{'latitude': 35.93302, 'longitude': -80.02721}"
"305 Princeton Ave, High Point, NC 27262","{'latitude': 35.929462, 'longitude': -80.04589}"
"313 Quail Hollow Rd, Thomasville, NC 27360","{'latitude': 35.928505, 'longitude': -80.073135}"
"106 Eastview Pl, High Point, NC 27260","{'latitude': 35.92828, 'longitude': -80.0319}"
"134 Cecil St, Thomasville, NC 27360","{'latitude': 35.930794, 'longitude': -80.04929}"
"245 Deerfield Dr, High Point, NC 27262","{'latitude': 35.949707, 'longitude': -80.05665}"
"154 Von Logan Dr, Thomasville, NC 27360","{'latitude': 35.918007, 'longitude': -80.062584}"
"1806 Eugene Ave, High Point, NC 27260","{'latitude': 35.9321, 'longitude': -80.02836}"
"939 Croyden St, High Point, NC 27262","{'latitude': 35.949566, 'longitude': -80.03869}"
"4825 W Lexington Avenue Ext, High Point, NC 27265","{'latitude': 35.951603, 'longitude': -80.08396}"
"230 Hasty School Rd, Thomasville, NC 27360","{'latitude': 35.920235, 'longitude': -80.08805}"
"400 South Rd, High Point, NC 27262","{'latitude': 35.921898, 'longitude': -80.04267}"
"3745 Streamside Dr, Thomasville, NC 27360","{'latitude': 35.936703, 'longitude': -80.067314}"
"3745 Streamside Dr HOMESITE 188, Thomasville, NC 27360","{'latitude': 35.93676, 'longitude': -80.06725}"
"106 Hasty Hill Rd, Thomasville, NC 27360","{'latitude': 35.914673, 'longitude': -80.078865}"
"3702 Streamside Dr, Thomasville, NC 27360","{'latitude': 35.934326, 'longitude': -80.06691}"
"3702 Streamside Dr HOMESITE 156, Thomasville, NC 27360","{'latitude': 35.934395, 'longitude': -80.0669}"
"206 Oaklawn St, High Point, NC 27262","{'latitude': 35.928665, 'longitude': -80.04563}"
"626 South Rd, High Point, NC 27262","{'latitude': 35.928696, 'longitude': -80.04148}"
"15 Marietta Ct, Thomasville, NC 27360","{'latitude': 35.92332, 'longitude': -80.06173}"
"2303 Brightwood Dr, High Point, NC 27262","{'latitude': 35.94871, 'longitude': -80.064514}"
"0 Quail Hollow Rd, Thomasville, NC 27360","{'latitude': 35.92872, 'longitude': -80.07264}"
"149 Von Logan Dr, Thomasville, NC 27360","{'latitude': 35.91752, 'longitude': -80.06215}"
"11 Marietta Ct, Thomasville, NC 27360","{'latitude': 35.923553, 'longitude': -80.062065}"
"2412 Van Buren St, High Point, NC 27260","{'latitude': 35.93074, 'longitude': -80.02746}"
"2101 Priya St, Thomasville, NC 27360","{'latitude': 35.942924, 'longitude': -80.05412}"
"2407 Wilkes St, High Point, NC 27260","{'latitude': 35.931007, 'longitude': -80.0279}"
"2409 Wilkes St, High Point, NC 27260","{'latitude': 35.930862, 'longitude': -80.027916}"
"286 Dorothy St, High Point, NC 27262","{'latitude': 35.938553, 'longitude': -80.04277}"
"201 Larkspur Ln, Thomasville, NC 27360","{'latitude': 35.91946, 'longitude': -80.066925}"
"2506 Westchester Dr, High Point, NC 27262","{'latitude': 35.935932, 'longitude': -80.03548}"
"1985 Bethel Dr, High Point, NC 27260","{'latitude': 35.915466, 'longitude': -80.03422}"
"1704 Huntington Cir, High Point, NC 27262","{'latitude': 35.950928, 'longitude': -80.04021}"
"100 Camden Woods Dr, Thomasville, NC 27360","{'latitude': 35.92253, 'longitude': -80.07444}"
"107 Redbud Ln, Thomasville, NC 27360","{'latitude': 35.91408, 'longitude': -80.07674}"
"1973 Branch Crossing Dr, Thomasville, NC 27360","{'latitude': 35.93537, 'longitude': -80.07031}"
"1973 Branch Crossing Dr HOMESITE 200, Thomasville, NC 27360","{'latitude': 35.935387, 'longitude': -80.07033}"
"909 Burton Ave, High Point, NC 27262","{'latitude': 35.93812, 'longitude': -80.03866}"
"107 Red Bud Ln, Thomasville, NC 27360","{'latitude': 35.914074, 'longitude': -80.07673}"
"704 Carrington Ln, Thomasville, NC 27360","{'latitude': 35.922356, 'longitude': -80.062454}"
"214 Camden Woods Dr, Thomasville, NC 27360","{'latitude': 35.925156, 'longitude': -80.07371}"
"17 Grace Dr, Thomasville, NC 27360","{'latitude': 35.9151, 'longitude': -80.08067}"
"20 Hawthorne Ln, Thomasville, NC 27360","{'latitude': 35.919125, 'longitude': -80.0695}"
"1 Hidden Hills Dr, Thomasville, NC 27360","{'latitude': 35.91352, 'longitude': -80.077286}"
"4 Courtney Dr, Thomasville, NC 27360","{'latitude': 35.917027, 'longitude': -80.07744}"
"134 Paul Kennedy Rd, Thomasville, NC 27360","{'latitude': 35.922832, 'longitude': -80.063934}"
"7 Roselynn Ln, Thomasville, NC 27360","{'latitude': 35.920315, 'longitude': -80.08281}"
"2199 Burton Run Rd, High Point, NC 27262","{'latitude': 35.944256, 'longitude': -80.0435}"
"1000 Burton Ave, High Point, NC 27262","{'latitude': 35.938843, 'longitude': -80.03912}"
"3716 Boxwood Ct HOMESITE 173, Thomasville, NC 27360","{'latitude': 35.93466, 'longitude': -80.06756}"
"400 Whittier Ave, High Point, NC 27262","{'latitude': 35.94188, 'longitude': -80.02854}"
"2111 Lancey Dr, Thomasville, NC 27360","{'latitude': 35.94252, 'longitude': -80.05214}"
"2113 Lancey Dr, Thomasville, NC 27360","{'latitude': 35.94272, 'longitude': -80.05197}"
"2326 W English Rd, High Point, NC 27262","{'latitude': 35.936794, 'longitude': -80.030014}"
"1802 Brunswick Ct, High Point, NC 27262","{'latitude': 35.95179, 'longitude': -80.04122}"
"1705 Lincoln Dr, High Point, NC 27260","{'latitude': 35.936718, 'longitude': -80.02583}"
"409 Hodgin St, High Point, NC 27262","{'latitude': 35.936447, 'longitude': -80.037056}"
"2513 Westchester Dr, High Point, NC 27262","{'latitude': 35.935516, 'longitude': -80.03467}"
"126 Tricia Ct, Thomasville, NC 27360","{'latitude': 35.916473, 'longitude': -80.08081}"
"1952 Branch Crossing Dr, Thomasville, NC 27360","{'latitude': 35.936054, 'longitude': -80.06823}"
"1952 Branch Crossing Dr HOMESITE 183, Thomasville, NC 27360","{'latitude': 35.935986, 'longitude': -80.068375}"
"509 Harrogate Ct, High Point, NC 27262","{'latitude': 35.949463, 'longitude': -80.04083}"
"105 Midway Ln, Thomasville, NC 27360","{'latitude': 35.91748, 'longitude': -80.06567}"
"4 Willow Ct, Thomasville, NC 27360","{'latitude': 35.944305, 'longitude': -80.07196}"
"2410 Wilkes St, High Point, NC 27260","{'latitude': 35.930897, 'longitude': -80.028564}"
"2109 Burton Run Rd, High Point, NC 27262","{'latitude': 35.94183, 'longitude': -80.0419}"
"205 Westview Pl, High Point, NC 27260","{'latitude': 35.92709, 'longitude': -80.03189}"
"3741 Streamside Dr HOMESITE 187, Thomasville, NC 27360","{'latitude': 35.9365, 'longitude': -80.067055}"
"3741 Streamside Dr, Thomasville, NC 27360","{'latitude': 35.93654, 'longitude': -80.06726}"
"2031 Priya St, Thomasville, NC 27360","{'latitude': 35.942577, 'longitude': -80.05411}"
"2025 Priya St, Thomasville, NC 27360","{'latitude': 35.94198, 'longitude': -80.05405}"
"405 Carrington Ln, Thomasville, NC 27360","{'latitude': 35.92175, 'longitude': -80.06288}"
"1942 Branch Crossing Dr, Thomasville, NC 27360","{'latitude': 35.936306, 'longitude': -80.06786}"
"1948 Branch Crossing Dr, Thomasville, NC 27360","{'latitude': 35.936188, 'longitude': -80.06805}"
"1948 Branch Crossing Dr HOMESITE 184, Thomasville, NC 27360","{'latitude': 35.936134, 'longitude': -80.06801}"
"1942 Branch Crossing Dr HOMESITE 185, Thomasville, NC 27360","{'latitude': 35.936256, 'longitude': -80.06786}"
"329 Washboard Rd, Thomasville, NC 27360","{'latitude': 35.919514, 'longitude': -80.06362}"
"3723 Boxwood Ct, Thomasville, NC 27360","{'latitude': 35.9351, 'longitude': -80.0684}"
"602 Hasty School Rd, Thomasville, NC 27360","{'latitude': 35.922215, 'longitude': -80.069855}"
"114 Hidden Hills Dr, Thomasville, NC 27360","{'latitude': 35.915546, 'longitude': -80.07688}"
"2211 Edgewood Dr, High Point, NC 27262","{'latitude': 35.939102, 'longitude': -80.03}"
"1218 Turney Ct, High Point, NC 27262","{'latitude': 35.942287, 'longitude': -80.04458}"
"1852 Planters Walk Dr, Thomasville, NC 27360","{'latitude': 35.9358, 'longitude': -80.06323}"
"2928 Grassy Knoll Cres, Thomasville, NC 27360","{'latitude': 35.933075, 'longitude': -80.06081}"
"2928 Grassy Knoll Cir, Thomasville, NC 27360","{'latitude': 35.933105, 'longitude': -80.06094}"
"210 Whittier Ave, High Point, NC 27262","{'latitude': 35.94109, 'longitude': -80.02745}"
"101 Veach Ct, Thomasville, NC 27360","{'latitude': 35.913982, 'longitude': -80.07874}"
"284 Beddington St, High Point, NC 27260","{'latitude': 35.920776, 'longitude': -80.03171}"
"1930 Chestnut Street Ext, High Point, NC 27262","{'latitude': 35.952248, 'longitude': -80.04809}"
"1930 Chestnut Dr, High Pt, NC 27262","{'latitude': 35.952126, 'longitude': -80.04797}"
"229 Lansdowne St, High Point, NC 27262","{'latitude': 35.9272, 'longitude': -80.042915}"
"514 Harrogate Ct, High Point, NC 27262","{'latitude': 35.950623, 'longitude': -80.04067}"
"209 Camden Woods Dr, Thomasville, NC 27360","{'latitude': 35.92475, 'longitude': -80.07477}"
"3622 Hayfield Ct, Thomasville, NC 27360","{'latitude': 35.934692, 'longitude': -80.06498}"
"309 Washboard Rd, Thomasville, NC 27360","{'latitude': 35.917408, 'longitude': -80.06408}"
"513 Harrogate Ct, High Point, NC 27262","{'latitude': 35.950153, 'longitude': -80.04107}"
"11 N Forrest Dr, Thomasville, NC 27360","{'latitude': 35.91571, 'longitude': -80.06541}"
"106 Hodgin St, High Point, NC 27262","{'latitude': 35.930565, 'longitude': -80.03756}"
"263 Dorothy St, High Point, NC 27262","{'latitude': 35.936604, 'longitude': -80.04378}"
"3024 W English Rd #4, High Pt, NC 27262","{'latitude': 35.93086, 'longitude': -80.04648}"
"3731 Boxwood Ct HOMESITE 182, Thomasville, NC 27360","{'latitude': 35.935413, 'longitude': -80.06826}"
"213 Camden Woods Dr, Thomasville, NC 27360","{'latitude': 35.92514, 'longitude': -80.074554}"
"167 Von Logan Dr, Thomasville, NC 27360","{'latitude': 35.917515, 'longitude': -80.06312}"
"105 Oaklawn St, High Point, NC 27262","{'latitude': 35.92998, 'longitude': -80.04508}"
"105 Oaklawn St, High Point, NC 27263","{'latitude': 35.929974, 'longitude': -80.04507}"
"1741 Chestnut Glen Way, High Point, NC 27262","{'latitude': 35.949047, 'longitude': -80.03926}"
"585 Hasty Hill Rd, Thomasville, NC 27360","{'latitude': 35.927124, 'longitude': -80.078896}"
"3727 Boxwood Ct HOMESITE 181, Thomasville, NC 27360","{'latitude': 35.9353, 'longitude': -80.06834}"
"1415 Coventry Rd, High Point, NC 27262","{'latitude': 35.946457, 'longitude': -80.036964}"
"276 Hasty Hill Rd, Thomasville, NC 27360","{'latitude': 35.922764, 'longitude': -80.07777}"
"1938 Branch Crossing Dr, Thomasville, NC 27360","{'latitude': 35.936447, 'longitude': -80.06766}"
"1938 Branch Crossing Dr HOMESITE 186, Thomasville, NC 27360","{'latitude': 35.936504, 'longitude': -80.067665}"
"334 Hilton Dr, Thomasville, NC 27360","{'latitude': 35.939613, 'longitude': -80.06903}"
"2 Roselynn Ln, Thomasville, NC 27360","{'latitude': 35.92107, 'longitude': -80.08324}"
"230 Hasty School Rd, Thomasville, NC 27360","{'latitude': 35.91895, 'longitude': -80.087715}"
"0 Hasty School Rd, Thomasville, NC 27360","{'latitude': 35.92036, 'longitude': -80.08731}"
"2 Hawthorne Ln, Thomasville, NC 27360","{'latitude': 35.919098, 'longitude': -80.066925}"
"111 Larkspur Ln, Thomasville, NC 27360","{'latitude': 35.92007, 'longitude': -80.06421}"
"1007 Burton Ave, High Point, NC 27262","{'latitude': 35.938396, 'longitude': -80.03988}"
"410 Shady Ln, High Point, NC 27262","{'latitude': 35.93765, 'longitude': -80.037735}"
"0 Hilton Dr, Thomasville, NC 27360","{'latitude': 35.938225, 'longitude': -80.068825}"
"3715 Boxwood Ct, Thomasville, NC 27360","{'latitude': 35.934917, 'longitude': -80.0684}"
"21 Landon Ln, Thomasville, NC 27360","{'latitude': 35.92842, 'longitude': -80.0591}"
"410 Vandever St, High Point, NC 27260","{'latitude': 35.929607, 'longitude': -80.033424}"
"Hilton Dr, Thomasville, NC 27360","{'latitude': 35.938526, 'longitude': -80.069405}"
"952 Nottingham Rd, High Point, NC 27262","{'latitude': 35.950386, 'longitude': -80.03584}"
"2909 W English Rd, High Point, NC 27262","{'latitude': 35.929996, 'longitude': -80.04271}"
"4 Hawthorne Ln, Thomasville, NC 27360","{'latitude': 35.919113, 'longitude': -80.0672}"
"947 Nottingham Rd, High Point, NC 27262","{'latitude': 35.95059, 'longitude': -80.03624}"
"2000 & 2115 Priya St #11-19, Thomasville, NC 27360","{'latitude': 35.94597, 'longitude': -80.05363}"
"2114 Priya St, Thomasville, NC 27360","{'latitude': 35.944542, 'longitude': -80.05339}"
"1906 Eugene Ave, High Point, NC 27260","{'latitude': 35.93192, 'longitude': -80.02892}"
"617 Whittier Ave, High Point, NC 27262","{'latitude': 35.942867, 'longitude': -80.032}"
"2 Stones Throw Ct, Thomasville, NC 27360","{'latitude': 35.913597, 'longitude': -80.076195}"
"2133 Burton Run Rd, High Point, NC 27262","{'latitude': 35.942432, 'longitude': -80.041916}"
"237 Dorothy St, High Point, NC 27262","{'latitude': 35.93462, 'longitude': -80.04379}"
"3729 Streamside Dr HOMESITE 164, Thomasville, NC 27360","{'latitude': 35.935776, 'longitude': -80.06706}"
"1737 Chestnut Glen Way, High Point, NC 27262","{'latitude': 35.949287, 'longitude': -80.03925}"
"925 Croyden St, High Point, NC 27262","{'latitude': 35.948498, 'longitude': -80.038734}"
"1715 Chestnut Dr, High Point, NC 27262","{'latitude': 35.952442, 'longitude': -80.04004}"
"104 Hasty Hill Rd, Thomasville, NC 27360","{'latitude': 35.915005, 'longitude': -80.07859}"
"1941 Branch Crossing Dr, Thomasville, NC 27360","{'latitude': 35.9359, 'longitude': -80.06746}"
"1941 Branch Crossing Dr HOMESITE 167, Thomasville, NC 27360","{'latitude': 35.935944, 'longitude': -80.06757}"
"3711 Boxwood Ct, Thomasville, NC 27360","{'latitude': 35.934563, 'longitude': -80.068375}"
"214 N Ward Ave, High Point, NC 27262","{'latitude': 35.94027, 'longitude': -80.02847}"
"1401 Coventry Rd, High Point, NC 27262","{'latitude': 35.94783, 'longitude': -80.03539}"
"3705 Streamside Dr, Thomasville, NC 27360","{'latitude': 35.934776, 'longitude': -80.06721}"
"3705 Streamside Dr HOMESITE 158, Thomasville, NC 27360","{'latitude': 35.93448, 'longitude': -80.06713}"
"3698 Hayfield Ct, Thomasville, NC 27360","{'latitude': 35.938026, 'longitude': -80.06444}"
"1041 Hasty School Rd, Thomasville, NC 27360","{'latitude': 35.916855, 'longitude': -80.05615}"
"3772 Streamside Dr, Thomasville, NC 27360","{'latitude': 35.938026, 'longitude': -80.066246}"
"627 Huntington Dr, High Point, NC 27262","{'latitude': 35.950912, 'longitude': -80.04111}"
"1802 Eugene Ave, High Point, NC 27260","{'latitude': 35.932064, 'longitude': -80.027824}"
"2201 Edgewood Dr, High Point, NC 27262","{'latitude': 35.93995, 'longitude': -80.02999}"
"3707 Boxwood Ct, Thomasville, NC 27360","{'latitude': 35.934383, 'longitude': -80.06852}"
"4 Skye Trl, Thomasville, NC 27360","{'latitude': 35.920097, 'longitude': -80.06574}"
"2328 Edgewood Dr, High Point, NC 27262","{'latitude': 35.9385, 'longitude': -80.03296}"
"103 Whittier Ave, High Point, NC 27262","{'latitude': 35.939693, 'longitude': -80.026215}"
"411 Shady Ln, High Point, NC 27262","{'latitude': 35.937786, 'longitude': -80.03827}"
"507 Harrogate Ct, High Point, NC 27262","{'latitude': 35.949623, 'longitude': -80.04083}"
"34 Emily Ct, Thomasville, NC 27360","{'latitude': 35.91886, 'longitude': -80.06175}"
"155 Mae Kennedy Rd, Thomasville, NC 27360","{'latitude': 35.94107, 'longitude': -80.04808}"
"206 Princeton Ave, High Point, NC 27262","{'latitude': 35.929764, 'longitude': -80.04496}"
"206 Princeton Ave, High Point, NC 27263","{'latitude': 35.929714, 'longitude': -80.04497}"
"13 Roselynn Ln, Thomasville, NC 27360","{'latitude': 35.919926, 'longitude': -80.08244}"
"1 N Forrest Dr, Thomasville, NC 27360","{'latitude': 35.915802, 'longitude': -80.06409}"
"215 Camden Woods Dr, Thomasville, NC 27360","{'latitude': 35.925377, 'longitude': -80.07476}"
"3708 Boxwood Ct, Thomasville, NC 27360","{'latitude': 35.934315, 'longitude': -80.06813}"
"1478 National Hwy, Thomasville, NC 27360","{'latitude': 35.92231, 'longitude': -80.05837}"
"Garcia Kennedy Rd, Thomasville, NC 27360","{'latitude': 35.927456, 'longitude': -80.05453}"
"133 Payne Rd, Thomasville, NC 27360","{'latitude': 35.915222, 'longitude': -80.073654}"
"3712 Boxwood Ct HOMESITE 174, Thomasville, NC 27360","{'latitude': 35.934525, 'longitude': -80.067665}"
"3712 Boxwood Ct, Thomasville, NC 27360","{'latitude': 35.93459, 'longitude': -80.067726}"
"3725 Streamside Dr, Thomasville, NC 27360","{'latitude': 35.93559, 'longitude': -80.06707}"
"3725 Streamside Dr HOMESITE 163, Thomasville, NC 27360","{'latitude': 35.93577, 'longitude': -80.06708}"
"2012 Emilia Ct, High Point, NC 27262","{'latitude': 35.95146, 'longitude': -80.05105}"
"1703 Preferred Way, High Point, NC 27260","{'latitude': 35.935017, 'longitude': -80.02721}"
"496 Willow Oak Rd, High Point, NC 27262","{'latitude': 35.94848, 'longitude': -80.077515}"
"2421 Van Buren St, High Point, NC 27260","{'latitude': 35.92964, 'longitude': -80.02685}"
"3701 Streamside Dr, Thomasville, NC 27360","{'latitude': 35.934544, 'longitude': -80.06712}"
"3701 Streamside Dr HOMESITE 157, Thomasville, NC 27360","{'latitude': 35.934494, 'longitude': -80.06714}"
"2109 Lancey Dr, Thomasville, NC 27360","{'latitude': 35.942284, 'longitude': -80.05215}"
"2014 Emilia Ct, High Point, NC 27262","{'latitude': 35.951504, 'longitude': -80.05129}"
"3717 Streamside Dr LOT 161, Thomasville, NC 27360","{'latitude': 35.93511, 'longitude': -80.0672}"
"3717 Streamside Dr, Thomasville, NC 27360","{'latitude': 35.93527, 'longitude': -80.06715}"
"426 Hasty School Rd, Thomasville, NC 27360","{'latitude': 35.922176, 'longitude': -80.072784}"
"2207 Lancey Dr, Thomasville, NC 27360","{'latitude': 35.94412, 'longitude': -80.052055}"
"9 Roselynn Ln, Thomasville, NC 27360","{'latitude': 35.920315, 'longitude': -80.082756}"
"244 Dorothy St, High Point, NC 27262","{'latitude': 35.935226, 'longitude': -80.042984}"
"1500 Brighton Ave, High Point, NC 27262","{'latitude': 35.951954, 'longitude': -80.03827}"
"3833 Pineview Ave, High Point, NC 27260","{'latitude': 35.91776, 'longitude': -80.0427}"
"1834 Blandwood Dr, High Point, NC 27260","{'latitude': 35.92793, 'longitude': -80.02849}"
"215 Griclar St, High Point, NC 27262","{'latitude': 35.928043, 'longitude': -80.046364}"
"2404 Wilkes St, High Point, NC 27260","{'latitude': 35.93124, 'longitude': -80.02855}"
"506 Harrogate Ct, High Point, NC 27262","{'latitude': 35.95005, 'longitude': -80.04051}"
"1723 Tower Ave, High Point, NC 27260","{'latitude': 35.919594, 'longitude': -80.03146}"
"210 Beddington St, High Point, NC 27260","{'latitude': 35.926723, 'longitude': -80.0313}"
"1045 Joe Moore Rd, Thomasville, NC 27360","{'latitude': 35.93589, 'longitude': -80.07185}"
"3736 Boxwood Ct HOMESITE 168, Thomasville, NC 27360","{'latitude': 35.935726, 'longitude': -80.06779}"
"3736 Boxwood Ct, Thomasville, NC 27360","{'latitude': 35.93564, 'longitude': -80.06773}"
"3733 Streamside Dr, Thomasville, NC 27360","{'latitude': 35.935944, 'longitude': -80.06705}"
"3733 Streamside Dr HOMESITE 165, Thomasville, NC 27360","{'latitude': 35.935753, 'longitude': -80.06711}"
"501 Hasty School Rd, Thomasville, NC 27360","{'latitude': 35.92272, 'longitude': -80.07158}"
"413 Mandustry St, High Point, NC 27262","{'latitude': 35.92525, 'longitude': -80.03986}"
"1248 Burton Ave, High Point, NC 27262","{'latitude': 35.93988, 'longitude': -80.0432}"
"1248 Burton Ave, High Pt, NC 27260","{'latitude': 35.939964, 'longitude': -80.04316}"
"122 Jack Kennedy Rd, Thomasville, NC 27360","{'latitude': 35.936893, 'longitude': -80.07622}"
"3710 Streamside Dr HOMESITE 155, Thomasville, NC 27360","{'latitude': 35.935043, 'longitude': -80.06658}"
"3710 Streamside Dr, Thomasville, NC 27360","{'latitude': 35.935028, 'longitude': -80.066574}"
"1412 Coventry Rd, High Point, NC 27262","{'latitude': 35.94745, 'longitude': -80.03698}"
"2032 Priya St, Thomasville, NC 27360","{'latitude': 35.942757, 'longitude': -80.05345}"
"2256 Cambridge Oaks Dr, High Point, NC 27262","{'latitude': 35.94888, 'longitude': -80.04928}"
"2115 Lancey Dr, Thomasville, NC 27360","{'latitude': 35.942993, 'longitude': -80.05211}"
"16 Landon Ln, Thomasville, NC 27360","{'latitude': 35.928623, 'longitude': -80.05771}"
"3714 Streamside Dr, Thomasville, NC 27360","{'latitude': 35.93523, 'longitude': -80.06657}"
"3714 Streamside Dr HOMESITE 154, Thomasville, NC 27360","{'latitude': 35.93528, 'longitude': -80.06651}"
"449 Mae Kennedy Rd, Thomasville, NC 27360","{'latitude': 35.945637, 'longitude': -80.04791}"
"7 Country Manor Dr, Thomasville, NC 27360","{'latitude': 35.917404, 'longitude': -80.07658}"
"2121 Burton Run Rd, High Point, NC 27262","{'latitude': 35.942097, 'longitude': -80.04186}"
"1917 Planters Walk Dr, Thomasville, NC 27360","{'latitude': 35.937397, 'longitude': -80.0638}"
"516 Paul Kennedy Rd, Thomasville, NC 27360","{'latitude': 35.926327, 'longitude': -80.058044}"
"400 Hasty School Rd, Thomasville, NC 27360","{'latitude': 35.921486, 'longitude': -80.07799}"
"911 Wimbledon Pl, High Point, NC 27262","{'latitude': 35.94783, 'longitude': -80.03831}"
"3732 Boxwood Ct, Thomasville, NC 27360","{'latitude': 35.935455, 'longitude': -80.0677}"
"3732 Boxwood Ct HOMESITE 169, Thomasville, NC 27360","{'latitude': 35.93551, 'longitude': -80.06765}"
"100 Chriswood Ave, Thomasville, NC 27360","{'latitude': 35.916504, 'longitude': -80.06658}"
"14 Shanda Ct, Thomasville, NC 27360","{'latitude': 35.928326, 'longitude': -80.056564}"
"3770 Streamside Dr, Thomasville, NC","{'latitude': 35.937897, 'longitude': -80.06633}"
"335 Pleasant Grove Church Rd, Thomasville, NC 27360","{'latitude': 35.913857, 'longitude': -80.055336}"
"5 Elm St, Thomasville, NC 27360","{'latitude': 35.91555, 'longitude': -80.07405}"
"1105 Raleigh Ct, High Point, NC 27262","{'latitude': 35.949074, 'longitude': -80.02587}"
"210 Westview Pl, High Point, NC 27260","{'latitude': 35.92781, 'longitude': -80.03235}"
"120 Payne Rd #A, Thomasville, NC 27360","{'latitude': 35.91431, 'longitude': -80.071976}"
"120 Rickard Rd, Thomasville, NC 27360","{'latitude': 35.923508, 'longitude': -80.06431}"
"915 Croyden St, High Point, NC 27262","{'latitude': 35.947987, 'longitude': -80.03878}"
"1008 South Rd, High Point, NC 27262","{'latitude': 35.937096, 'longitude': -80.040115}"
"0 Deerfield Dr #28, High Pt, NC 27262","{'latitude': 35.948105, 'longitude': -80.05648}"
"123 Tricia Ct, Thomasville, NC 27360","{'latitude': 35.916996, 'longitude': -80.08135}"
"16 Shanda Ct, Thomasville, NC 27360","{'latitude': 35.92874, 'longitude': -80.056465}"
"3718 Streamside Dr, Thomasville, NC 27360","{'latitude': 35.935394, 'longitude': -80.06652}"
"3769 Streamside Dr, Thomasville, NC 27360","{'latitude': 35.938004, 'longitude': -80.06692}"
"3769 Streamside Dr LOT 196, Thomasville, NC 27360","{'latitude': 35.93798, 'longitude': -80.06686}"
"3718 Streamside Dr HOMESITE 153, Thomasville, NC 27360","{'latitude': 35.935352, 'longitude': -80.06656}"
"102 Camden Woods Dr, Thomasville, NC 27360","{'latitude': 35.922806, 'longitude': -80.07439}"
"104 Princeton Xing, Thomasville, NC 27360","{'latitude': 35.92274, 'longitude': -80.06301}"
"56 Cub Dr, Thomasville, NC 27360","{'latitude': 35.945213, 'longitude': -80.07133}"
"39 Hasty Hill Rd, Thomasville, NC 27360","{'latitude': 35.91431, 'longitude': -80.07982}"
"3722 Streamside Dr, Thomasville, NC 27360","{'latitude': 35.93553, 'longitude': -80.06652}"
"3722 Streamside Dr HOMESITE 152, Thomasville, NC 27360","{'latitude': 35.93556, 'longitude': -80.066536}"
"3797 Pineview Ave, High Point, NC 27260","{'latitude': 35.917496, 'longitude': -80.04149}"
"100 Birch Tree Ln, Thomasville, NC 27360","{'latitude': 35.916477, 'longitude': -80.07342}"
"2125 Edgewood Dr, High Point, NC 27262","{'latitude': 35.940945, 'longitude': -80.029915}"
"620 South Rd, High Point, NC 27262","{'latitude': 35.927444, 'longitude': -80.041504}"
"618 South Rd, High Point, NC 27262","{'latitude': 35.928516, 'longitude': -80.04158}"
"2138 Cliffvale Dr, High Point, NC 27262","{'latitude': 35.94254, 'longitude': -80.04256}"
"0 Hoover Hill Rd, Trinity, NC 27370","{'latitude': 35.789654, 'longitude': -79.963104}"
"1492 Hoover Hill Rd, Asheboro, NC 27205","{'latitude': 35.75682, 'longitude': -79.97032}"
"0 Thayer Rd, Trinity, NC 27370","{'latitude': 35.78778, 'longitude': -79.97894}"
"1207 Thayer Rd, Trinity, NC 27370","{'latitude': 35.771717, 'longitude': -79.98535}"
"4852 Poplar Ridge Rd, Trinity, NC 27370","{'latitude': 35.795547, 'longitude': -79.972115}"
"Thayer Rd, Trinity, NC","{'latitude': 35.794987, 'longitude': -79.97652}"
"LOT 62 Red Fox Trl, Asheboro, NC 27205","{'latitude': 35.757664, 'longitude': -79.97228}"
